class_index,cod_id,formula,reduced_formula,elements,space_group,space_group_number
315,9005267,Ni10 As4 O24,As2Ni5O12,"As,Ni,O",C2/m,12
316,2310892,Sc1 Rh1,RhSc,"Rh,Sc",Pm-3m,221
317,1540800,Cr2 Te1.6 Se0.4,Cr2Se0.4Te1.6,"Cr,Se,Te",P6_3/mmc,194
318,9009815,Pb4 W4 O16,O4PbW,"O,Pb,W",I4_1/a,88
319,1525175,K8 Cd104,Cd13K,"Cd,K",Fm-3c,226
320,4339610,Eu4 Ga4 Sn4,EuGaSn,"Eu,Ga,Sn",P6_3/mmc,194
321,2020007,K3 Sc3 S6,KS2Sc,"K,S,Sc",R-3m,166
322,1511241,Nb8 B4 N3.9,B4N3.9Nb8,"B,N,Nb",Cmcm,63
323,1519095,Yb1 Al2 Ge2,Al2Ge2Yb,"Al,Ge,Yb",P-3m1,164
324,9001649,Pr4 P4 O16,O4PPr,"O,P,Pr",P2_1/c,14
325,7041494,Gd7.976 Mn16.024 S28,Gd7.976Mn16.024S28,"Gd,Mn,S",Cmcm,63
326,1525255,Ho6 Ga17.6 Cu4.4,Cu4.4Ga17.6Ho6,"Cu,Ga,Ho",Immm,71
327,1539201,Te2 Pt1,PtTe2,"Pt,Te",P-3m1,164
328,2018282,Sc4 Te4,ScTe,"Sc,Te",P6_3/mmc,194
329,1011318,V4 N4,NV,"N,V",Fm-3m,225
330,1534423,Ho6 Al42 Au18,Al7Au3Ho,"Al,Au,Ho",R-3c,167
331,9016347,Fe4 Sb8 S16,FeS4Sb2,"Fe,S,Sb",Pnma,62
332,1524878,Mn10.8 Ga10 Cu1.2,Cu1.2Ga10Mn10.8,"Cu,Ga,Mn",P6_3/mmc,194
333,1528913,Li1.44 Co3 O6,Co3Li1.44O6,"Co,Li,O",R-3m,166
334,2001701,K4 Zn2 Br8,Br4K2Zn,"Br,K,Zn",P2_1/m,11
335,2106930,In1.72 As0.26 S3,As0.26In1.72S3,"As,In,S",P-3m1,164
336,4001618,Yb8 Ga36 Pd12,Ga9Pd3Yb2,"Ga,Pd,Yb",C2/c,15
337,1528397,Sr6 Cr4 O13.9,Cr4O13.9Sr6,"Cr,O,Sr",I4/mmm,139
338,2200093,Cd4 As4 O14,As2Cd2O7,"As,Cd,O",C2/m,12
339,1534565,In3.3332 Ga3.3332 S10,Ga3.3332In3.3332S10,"Ga,In,S",P6_3mc,186
340,1540891,Zr8 Si4,SiZr2,"Si,Zr",I4/mcm,140
341,1009015,Y32 O48,O3Y2,"O,Y",Ia-3,206
342,1541509,Sr4 Cl8,Cl2Sr,"Cl,Sr",Fm-3m,225
343,1540146,Na8 Ge4 O40,GeNa2O10,"Ge,Na,O",P2_1/c,14
344,1524561,Nd1 Si1.6,NdSi1.6,"Nd,Si",P6/mmm,191
345,7127692,Ba2 Ge16 As28,As14BaGe8,"As,Ba,Ge",I-43m,217
346,4517545,In12 Se18,In2Se3,"In,Se",P6_5,170
347,9008163,Sr8 I16,I2Sr,"I,Sr",Pbca,61
348,2107179,K8 I8 Cl16,Cl2IK,"Cl,I,K",P2_1/c,14
349,8104159,Ni9 Pb6 Se6,Ni3Pb2Se2,"Ni,Pb,Se",R-3m,166
350,2021029,Zr4 Cl16,Cl4Zr,"Cl,Zr",Pca2_1,29
351,1011216,Fe6 N3,Fe2N,"Fe,N",P-31m,162
352,9015140,Cs4 Au4 Cl12,AuCl3Cs,"Au,Cl,Cs",I4/mmm,139
353,2002425,Ba1 Ir1 O3,BaIrO3,"Ba,Ir,O",Pm-3m,221
354,1511224,Li8 B4 Pd12,BLi2Pd3,"B,Li,Pd",P4_332,212
355,8103488,Ca10 Ni30 B8,B4Ca5Ni15,"B,Ca,Ni",P6_3/mmc,194
356,1521140,Na16 C16,CNa,"C,Na",I4_1/acd,142
357,2310630,Ca2 P4 O18,CaO9P2,"Ca,O,P",P-1,2
358,1509586,Ce2 Ga6.704 Ag1.296,Ag1.296Ce2Ga6.704,"Ag,Ce,Ga",I4/mmm,139
359,4343633,Cs2 Sc2 Cl6,Cl3CsSc,"Cl,Cs,Sc",P6_3/mmc,194
360,1535079,Tb10 Br16,Br8Tb5,"Br,Tb",C2/m,12
361,4121256,Li2 C12 N8,C6LiN4,"C,Li,N",P2/c,13
362,1522946,Mg1 Pt3,MgPt3,"Mg,Pt",P4/mmm,123
363,1528946,Mg4 Si4 O12,MgO3Si,"Mg,O,Si",Cmcm,63
364,4335800,Na20 U20 O72,Na5O18U5,"Na,O,U",C2/c,15
365,2300662,Fe56 C24,C3Fe7,"C,Fe",Pbca,61
366,7222732,Cs12 As4 O16,AsCs3O4,"As,Cs,O",Pnma,62
367,1519052,Mn12 V8 O32,Mn3O8V2,"Mn,O,V",Cmce,64
368,9013162,Zn6 S6,SZn,"S,Zn",P6_3mc,186
369,1512117,Sr1 V1 O3,O3SrV,"O,Sr,V",Pm-3m,221
370,2310620,Cu4 S4 O16,CuO4S,"Cu,O,S",Pnma,62
371,2105407,Ca12 B24 O48,B2CaO4,"B,Ca,O",Pna2_1,33
372,1534972,Bi8 Mo48 Cl120,BiCl15Mo6,"Bi,Cl,Mo",C2/c,15
373,8103683,Ta8 Mn4 O24,MnO6Ta2,"Mn,O,Ta",Pbcn,60
374,2106429,Tb4 As4 O16,AsO4Tb,"As,O,Tb",I4_1/amd,141
375,6000426,Cs12 Sn6 Au21,Au7Cs4Sn2,"Au,Cs,Sn",R-3m,166
376,1529650,K96 Tl32 F192,F6K3Tl,"F,K,Tl",Fd-3,203
377,1533716,Na3 Er3 O6,ErNaO2,"Er,Na,O",R-3m,166
378,2310992,Th8 S12,S3Th2,"S,Th",Pnma,62
379,2107151,V8 Co12 O32,Co3O8V2,"Co,O,V",Cmce,64
380,9008947,Ni4 B4,BNi,"B,Ni",Cmcm,63
381,1514106,Mn32 O48,Mn2O3,"Mn,O",Ia-3,206
382,1510554,Er4 Au10 F42,Au5Er2F21,"Au,Er,F",P-1,2
383,2102644,K8 Cr8 O28,Cr2K2O7,"Cr,K,O",P-1,2
384,1542192,Ga8 Ge8 S32,GaGeS4,"Ga,Ge,S",I-42d,122
385,7221395,Ga4 Te4 Cl4,ClGaTe,"Cl,Ga,Te",Pnnm,58
386,1535506,Fe2 N4 Cl4,Cl2FeN2,"Cl,Fe,N",Cmmm,65
387,1527225,V1 Zn3,VZn3,"V,Zn",Pm-3m,221
388,4118056,Zn4 H40 C24,C6H10Zn,"C,H,Zn",I4_1/a,88
389,7221040,Cs24 Ge8 Te24,Cs3GeTe3,"Cs,Ge,Te",C2/c,15
390,1552430,Yb3 Al9 Pd6,Al3Pd2Yb,"Al,Pd,Yb",P6/mmm,191
391,4324291,Mo24 S24 O144,MoO6S,"Mo,O,S",C2/c,15
392,3000116,Li4 B12 O20,B3LiO5,"B,Li,O",Pna2_1,33
393,1532819,Ti2 O4,O2Ti,"O,Ti",P4_2/mnm,136
394,1010192,Tl8 Te4 Cl24,Cl6TeTl2,"Cl,Te,Tl",Fm-3m,225
395,1542039,Nb24 Cl56,Cl7Nb3,"Cl,Nb",Cmce,64
396,9009788,Ta4 Sb4 O16,O4SbTa,"O,Sb,Ta",Pnna,52
397,4324652,K2.78 Mn6 O12,K2.78Mn6O12,"K,Mn,O",C2/m,12
398,7221353,Ba2 Zn4 P4,BaP2Zn2,"Ba,P,Zn",I4/mmm,139
399,1509971,Ce3.22 Al19.562 Ag14.798,Ag14.798Al19.562Ce3.22,"Ag,Al,Ce",P6_3/mmc,194
400,2243959,Nd1 B2 Rh3,B2NdRh3,"B,Nd,Rh",P6/mmm,191
401,2106377,Ca16 N32 O144,CaN2O9,"Ca,N,O",P2_1/c,14
402,2203238,La3 N9 O18,LaN3O6,"La,N,O",R3m,160
403,1523711,Gd12 Al76 Ni20,Al19Gd3Ni5,"Al,Gd,Ni",Cmcm,63
404,2106217,Y24 Cd143.944,Cd143.944Y24,"Cd,Y",Im-3,204
405,9000999,Mn32 Si32 O96,MnO3Si,"Mn,O,Si",I4_1/a,88
406,2106443,Cr4 O12,CrO3,"Cr,O",Ama2,40
407,9009051,Zr4 O8,O2Zr,"O,Zr",Fm-3m,225
408,9003430,Mg16 Si16 O48,MgO3Si,"Mg,O,Si",Pbca,61
409,1510741,La1 B2 Ru3,B2LaRu3,"B,La,Ru",P6/mmm,191
410,1541581,Rb8 Pd4 F24,F6PdRb2,"F,Pd,Rb",Fm-3m,225
411,7101402,Hf4 H80 C80,C20H20Hf,"C,H,Hf",Pna2_1,33
412,1522534,Fe1.5 Pt0.5,Fe1.5Pt0.5,"Fe,Pt",Im-3m,229
413,1532198,V3 Si6,Si2V,"Si,V",P6_422,181
414,9013889,Fe6 P4 O24,Fe3O12P2,"Fe,O,P",P2_1/c,14
415,2009657,Sr1 Sb2 O6,O6Sb2Sr,"O,Sb,Sr",P-31m,162
416,1523539,Nd3 Pu1,Nd3Pu,"Nd,Pu",P6_3/mmc,194
417,1521771,Na4 Ni4 F12,F3NaNi,"F,Na,Ni",Pnma,62
418,1539825,Sc24.64 Ni81.34 Ge62,Ge62Ni81.34Sc24.64,"Ge,Ni,Sc",P6/mmm,191
419,1540128,U1 Tl3,Tl3U,"Tl,U",Pm-3m,221
420,1531588,Li4 Ga4 S8,GaLiS2,"Ga,Li,S",Pna2_1,33
421,9015745,Yb32 O48,O3Yb2,"O,Yb",I2_13,199
422,1534291,V12 As4 C4,AsCV3,"As,C,V",Cmcm,63
423,9014263,Cs24 Nb47.68 O131.2,Cs24Nb47.68O131.2,"Cs,Nb,O",Cmcm,63
424,7101270,V2,V,V,Im-3m,229
425,2106374,La14 I6 O36,I3La7O18,"I,La,O",P6_3/m,176
426,2103729,Nb6 In1.0784 Te8,In1.0784Nb6Te8,"In,Nb,Te",P6_3/m,176
427,2206575,Sc2 Br2 O2,BrOSc,"Br,O,Sc",Pmmn,59
428,4344126,Ba16 As10.404,As10.404Ba16,"As,Ba",I-43d,220
429,1001145,Cd10.664 Sn10.672 O32,Cd10.664O32Sn10.672,"Cd,O,Sn",Fd-3m,227
430,2008844,Ni17.424 As12 O48,As12Ni17.424O48,"As,Ni,O",I-42d,122
431,9006956,Na4 Mg4 F12,F3MgNa,"F,Mg,Na",Pnma,62
432,1008048,Ti16 O28,O7Ti4,"O,Ti",P-1,2
433,1010640,Co4 I8 N24,CoI2N6,"Co,I,N",Fm-3m,225
434,7110877,Mo2 H30 C10,C5H15Mo,"C,H,Mo",I4,79
435,1527387,Np1 Ga3,Ga3Np,"Ga,Np",Pm-3m,221
436,1525190,Y4 Cd12,Cd3Y,"Cd,Y",Fm-3m,225
437,1521175,Pr6 Al6 O18,AlO3Pr,"Al,O,Pr",R-3c,167
438,4000576,Tm12 B20 O48,B5O12Tm3,"B,O,Tm",Pmna,53
439,1522783,Nb0.44 Rh3.56,Nb0.44Rh3.56,"Nb,Rh",Fm-3m,225
440,1563521,Tm24 Mn8 Sn38.688,Mn8Sn38.688Tm24,"Mn,Sn,Tm",Pnma,62
441,1535259,Rb2 Nb8 Cl22,Cl11Nb4Rb,"Cl,Nb,Rb",Pmma,51
442,1541746,Cd13 I26,CdI2,"Cd,I",P3m1,156
443,2106625,Ba4 Ce4 O12,BaCeO3,"Ba,Ce,O",Pnma,62
444,1561620,Yb3 U1 Se8,Se8UYb3,"Se,U,Yb",Pbcm,57
445,1522649,Gd4 In2,Gd2In,"Gd,In",P6_3/mmc,194
446,9008774,Yb4 Se4,SeYb,"Se,Yb",Fm-3m,225
447,4340670,Cr11.628 Bi11.9992 O44,Bi11.9992Cr11.628O44,"Bi,Cr,O",Pn-3,201
448,1541458,Pr4 O8,O2Pr,"O,Pr",Fm-3m,225
449,1509063,Ti1 Ag0.167 S2,Ag0.167S2Ti,"Ag,S,Ti",P-3m1,164
450,2104752,Fe4 As4 S4,AsFeS,"As,Fe,S",P-1,2
451,4000973,Fe6 N2.164,Fe6N2.164,"Fe,N",P312,149
452,1523104,Gd12 Al8 Ni24,Al2Gd3Ni6,"Al,Gd,Ni",Im-3m,229
453,9003674,Ca32 Ge32 O96,CaGeO3,"Ca,Ge,O",I4_1/a,88
454,1525247,U12 Mo80 O256,Mo20O64U3,"Mo,O,U",Cccm,66
455,1508412,Cs16 Cd4 As56,As14CdCs4,"As,Cd,Cs",P2_1/c,14
456,1528092,Li10 Al2 O8,AlLi5O4,"Al,Li,O",Pmmn,59
457,4085114,Mg1 H42 C58,C58H42Mg,"C,H,Mg",P-1,2
458,1524427,Ho24 Ga4 Co8,Co2GaHo6,"Co,Ga,Ho",Immm,71
459,1527870,Ba4 Te4 O16,BaO4Te,"Ba,O,Te",P2_1/c,14
460,9000261,Mn16 Ge8 O32,GeMn2O4,"Ge,Mn,O",Imma,74
461,9008662,La4 Se4,LaSe,"La,Se",Fm-3m,225
462,1533725,Y4 Ga2.64 Ge10.56,Ga2.64Ge10.56Y4,"Ga,Ge,Y",Cmmm,65
463,1527399,K8 Zr4 O12,K2O3Zr,"K,O,Zr",Pnma,62
464,1531863,Tm6 Fe1 Sb2,FeSb2Tm6,"Fe,Sb,Tm",P-62m,189
465,1540789,D27.84 Zr8 Cr16,Cr16H27.84Zr8,"Cr,H,Zr",Fd-3m,227
466,7222426,Mn20 Si12,Mn5Si3,"Mn,Si",P2_1/m,11
467,2015819,Tb4 Mg6 Ni4,Mg3Ni2Tb2,"Mg,Ni,Tb",Cmmm,65
468,1531879,Cu6 P2 Se8,Cu3PSe4,"Cu,P,Se",Pmn2_1,31
469,1508228,Al24 P24 O96,AlO4P,"Al,O,P",C2/c,15
470,1510760,Ti0.5 B2 Mo0.5,B2Mo0.5Ti0.5,"B,Mo,Ti",P6/mmm,191
471,1511648,Ta10 B12,B6Ta5,"B,Ta",Cmmm,65
472,9000400,Fe4 S6 O46,Fe2O23S3,"Fe,O,S",P-1,2
473,1559617,K3 Bi3 S6,BiKS2,"Bi,K,S",R-3m,166
474,9008941,Ge4 Rh4,GeRh,"Ge,Rh",Pnma,62
475,4000203,Ni11.44 Sb2 Se4,Ni11.44Sb2Se4,"Ni,Sb,Se",I4/mmm,139
476,4001689,K7.222 Zn18.2 As27.8,As27.8K7.222Zn18.2,"As,K,Zn",Pm-3n,223
477,1539613,Tl2 Ag6 Te4,Ag3Te2Tl,"Ag,Te,Tl",Cmmm,65
478,2107436,Zn4 P8 O20,O5P2Zn,"O,P,Zn",P2_1/c,14
479,1528186,Al2 P2 S8,AlPS4,"Al,P,S",P222,16
480,1534320,Cs2 Nb8 Cl22,Cl11CsNb4,"Cl,Cs,Nb",Pmma,51
481,1511506,Re16 B16,BRe,"B,Re",I4_1/amd,141
482,1527969,Ce1 Tl1.5 Sn1.5,CeSn1.5Tl1.5,"Ce,Sn,Tl",Pm-3m,221
483,1510075,Ce3 Cd3 Au3,AuCdCe,"Au,Cd,Ce",P-62m,189
484,1001837,Cd8 As12 I4,As3Cd2I,"As,Cd,I",Cc,9
485,2020123,Li3 Nd1 Bi2,Bi2Li3Nd,"Bi,Li,Nd",P-3m1,164
486,9009230,Al4 Si4 O18,Al2O9Si2,"Al,O,Si",P1,1
487,1541752,Ba16 P10.596,Ba16P10.596,"Ba,P",I-43d,220
488,4328188,K6 Ga15.988 Au2.012,Au2.012Ga15.988K6,"Au,Ga,K",I-4m2,119
489,1510132,Eu20 Sn20 Au20,AuEuSn,"Au,Eu,Sn",Imm2,44
490,4328550,Li8 Nd8 Ge12,Ge3Li2Nd2,"Ge,Li,Nd",Cmcm,63
491,1008751,La6 F18,F3La,"F,La",P6_3cm,185
492,2310365,Sc6 In2,InSc3,"In,Sc",P6_3/mmc,194
493,9013400,Pb4 S4,PbS,"Pb,S",Fm-3m,225
494,1541878,U8 F36,F9U2,"F,U",I-43m,217
495,9009251,Fe4 As2 O11,As2Fe4O11,"As,Fe,O",P-1,2
496,1531182,Rb3 Os1,OsRb3,"Os,Rb",Pm-3m,221
497,1538123,Li352 Si80,Li22Si5,"Li,Si",F-43m,216
498,1530464,Y2 In6 O24,In3O12Y,"In,O,Y",Im-3,204
499,1541096,Pt2 S4 Cl16,Cl8PtS2,"Cl,Pt,S",P2_1/c,14
500,8101604,Sr0.772 Ca3.228 Si4,Ca3.228Si4Sr0.772,"Ca,Si,Sr",Cmcm,63
501,2310324,Na6 Cd33,Cd11Na2,"Cd,Na",Pm-3,200
502,1510336,Cd1.9 Au2.1,Au2.1Cd1.9,"Au,Cd",Pmma,51
503,1531278,Gd1 Zn1 Si1,GdSiZn,"Gd,Si,Zn",P6/mmm,191
504,9008213,Ti4 O8,O2Ti,"O,Ti",I4_1/amd,141
505,8103770,Cu16 Bi16 Se36,Bi4Cu4Se9,"Bi,Cu,Se",Pnma,62
506,2104872,Co10 As10 O35,As2Co2O7,"As,Co,O",P-1,2
507,2300073,Fe12 C4,CFe3,"C,Fe",Pnma,62
508,1509309,Er2 Ag2 Se4,AgErSe2,"Ag,Er,Se",Fm-3m,225
509,4002500,Li1.35 Ni0.79 N1,Li1.35NNi0.79,"Li,N,Ni",P6/mmm,191
510,4124518,Li0.104 Ti4 O8,Li0.104O8Ti4,"Li,O,Ti",I4_1/amd,141
511,1536727,Eu6 P19 Rh30,Eu6P19Rh30,"Eu,P,Rh",P6_3/m,176
512,1509901,Ba4 Al10.34 Ag9.66,Ag9.66Al10.34Ba4,"Ag,Al,Ba",Cmcm,63
513,7033694,La4 Ta4 O16,LaO4Ta,"La,O,Ta",Cmc2_1,36
514,1523248,Pu20 Ir16,Ir4Pu5,"Ir,Pu",Pnma,62
515,4001611,Ce8 I24 O76,Ce2I6O19,"Ce,I,O",Pnma,62
516,2102380,H184 Rh8 C152,C19H23Rh,"C,H,Rh",C2/c,15
517,1523250,Tl0.8 Pd3 Pb0.2,Pb0.2Pd3Tl0.8,"Pb,Pd,Tl",Pm-3m,221
518,1537229,Ba11.92 Sn15.808 As24,As24Ba11.92Sn15.808,"As,Ba,Sn",P2_1/c,14
519,1008697,Zr4.76 Ti7.24 O24,O24Ti7.24Zr4.76,"O,Ti,Zr",Pbcn,60
520,1549990,Sm12 Ta4 O28,O7Sm3Ta,"O,Sm,Ta",Pnma,62
521,1523063,V6 Rh10,Rh5V3,"Rh,V",Cmcm,63
522,4338443,Li24 B16 O36,B4Li6O9,"B,Li,O",P2_1/c,14
523,7222196,Mg20 Si64 Pd40,Mg5Pd10Si16,"Mg,Pd,Si",F-43m,216
524,2300521,Mn4 Cu8 Sn4,Cu2MnSn,"Cu,Mn,Sn",Fm-3m,225
525,1509339,Mg0.9 Ga0.1 Ag1,AgGa0.1Mg0.9,"Ag,Ga,Mg",Pm-3m,221
526,4124663,Sm4 O4,OSm,"O,Sm",Fm-3m,225
527,1509380,Ho8 Ag8 S16,AgHoS2,"Ag,Ho,S",P2_1,4
528,9007700,Cu27.984 P4 Se24,Cu27.984P4Se24,"Cu,P,Se",F-43m,216
529,2101033,Ca1 H4 O4,CaH4O4,"Ca,H,O",P6/mmm,191
530,1527820,Ho4 V4 O16,HoO4V,"Ho,O,V",I4_1/amd,141
531,4000809,Cu2 W2 O8,CuO4W,"Cu,O,W",P-1,2
532,1538661,K3 Sn3 S6,KS2Sn,"K,S,Sn",R-3m,166
533,1525431,Nb2 Mo2 N1.8,Mo2N1.8Nb2,"Mo,N,Nb",P4/nmm,129
534,2310544,Zr8 Cl16 O72,Cl2O9Zr,"Cl,O,Zr",P-42_1c,114
535,9011701,Ag2 I2,AgI,"Ag,I",P2_1/m,11
536,4323649,K52.0 V72 O227.96,K52O227.96V72,"K,O,V",P2_1/c,14
537,9003557,Ag2 Te4 Au2,AgAuTe2,"Ag,Au,Te",P2/m,10
538,4001933,Zn32 Co10.04 Pd9.96,Co10.04Pd9.96Zn32,"Co,Pd,Zn",I-43m,217
539,4343715,V10 Ni2 O46,NiO23V5,"Ni,O,V",P-1,2
540,1523151,Hf4 Ni8 Sn4,HfNi2Sn,"Hf,Ni,Sn",Fm-3m,225
541,1541498,Sm0.8 Th3.2 O7.6,O7.6Sm0.8Th3.2,"O,Sm,Th",Fm-3m,225
542,9015513,Co8 Sb24,CoSb3,"Co,Sb",Im-3,204
543,1534738,Ce9 Ni26 P12,Ce9Ni26P12,"Ce,Ni,P",P-6m2,187
544,1527177,Nd8 Mn8 Ga8,GaMnNd,"Ga,Mn,Nd",Fd-3m,227
545,9010851,Zr1.808 Ti2.192 O8,O8Ti2.192Zr1.808,"O,Ti,Zr",Pbcn,60
546,9016496,Na20 Ge4 As12,As3GeNa5,"As,Ge,Na",P2_1/c,14
547,1522752,Ru1 Ir1,IrRu,"Ir,Ru",P6_3/mmc,194
548,9008345,Th2 As4,As2Th,"As,Th",P4/nmm,129
549,1542216,Sm2 Cu2 Si2,CuSiSm,"Cu,Si,Sm",P6_3/mmc,194
550,9007917,Co8 P8 O28,Co2O7P2,"Co,O,P",P2_1/c,14
551,1535353,Li26 Si62 Ni80,Li13Ni40Si31,"Li,Ni,Si",P6/mmm,191
552,1521406,Tb8 V8 O32,O4TbV,"O,Tb,V",Fddd,70
553,9000393,Co16 Si8 O32,Co2O4Si,"Co,O,Si",Imma,74
554,4316888,Mg10 Cl2.17 O22.366,Cl2.17Mg10O22.366,"Cl,Mg,O",C2/m,12
555,1000318,Nd4 Ni4 O12,NdNiO3,"Nd,Ni,O",Pnma,62
556,1527889,Th0.6 Zn5.4,Th0.6Zn5.4,"Th,Zn",P6/mmm,191
557,1535474,Rb16 P84 I4,IP21Rb4,"I,P,Rb",Cmcm,63
558,1008924,Mn8 Nb4 O18,Mn4Nb2O9,"Mn,Nb,O",P-3c1,165
559,9008724,Sn4 Sb4,SbSn,"Sb,Sn",Fm-3m,225
560,1524397,Zr4 Ta4 Cr16,Cr4TaZr,"Cr,Ta,Zr",Fd-3m,227
561,4332303,K3 Mg20 In14,In14K3Mg20,"In,K,Mg",Pm-3m,221
562,4105685,Cu4 O4,CuO,"Cu,O",C2/c,15
563,4504925,Cd8 C8 O24,CCdO3,"C,Cd,O",P2_1/c,14
564,1522920,Tb1 Lu1,LuTb,"Lu,Tb",P6_3/mmc,194
565,1524048,Er4 In2,Er2In,"Er,In",P6_3/mmc,194
566,1563508,La4 Ga18.74 Ag1.24,Ag1.24Ga18.74La4,"Ag,Ga,La",I4/mmm,139
567,9011625,Co4,Co,Co,Fm-3m,225
568,1539916,U2 Si4 Ru4,Ru2Si2U,"Ru,Si,U",I4/mmm,139
569,1524527,Th8 Ga4,GaTh2,"Ga,Th",I4/mcm,140
570,1522546,Al0.6 Si0.4 Ni3,Al0.6Ni3Si0.4,"Al,Ni,Si",Pm-3m,221
571,1000246,Nb4 Fe4 F24,F6FeNb,"F,Fe,Nb",P-1,2
572,8103558,K8 Sb8,KSb,"K,Sb",P2_1/c,14
573,4003486,Gd6 Fe1 Bi2,Bi2FeGd6,"Bi,Fe,Gd",P-62m,189
574,1510752,Mg12 Ni80 B24,B6Mg3Ni20,"B,Mg,Ni",Fm-3m,225
575,1522655,Th8 Hg4,HgTh2,"Hg,Th",I4/mcm,140
576,1544593,Mg14 Si4 O28,Mg7O14Si2,"Mg,O,Si",P6_3,173
577,1525308,Nb4 Co4 Sn4,CoNbSn,"Co,Nb,Sn",F-43m,216
578,8100596,In28 Pt12,In7Pt3,"In,Pt",Im-3m,229
579,1532152,Ba9 Nb6 O24,Ba3Nb2O8,"Ba,Nb,O",R-3m,166
580,4031673,Sm12 Se16,Se4Sm3,"Se,Sm",I-43d,220
581,9004219,Fe0.5 Cu0.5 Pt1,Cu0.5Fe0.5Pt,"Cu,Fe,Pt",P4/mmm,123
582,1543252,Cs8 Cd3.864 Ge42.136,Cd3.864Cs8Ge42.136,"Cd,Cs,Ge",Pm-3n,223
583,1535919,Sb8 Pb8 O28,O7Pb2Sb2,"O,Pb,Sb",Ima2,46
584,1525044,Dy10 Sn6,Dy5Sn3,"Dy,Sn",P6_3/mcm,193
585,9016643,Cs16 P16 O64,CsO4P,"Cs,O,P",P4_1,76
586,1534691,Ga7.28 Fe12.902 As1.32,As1.32Fe12.902Ga7.28,"As,Fe,Ga",P6_3/mmc,194
587,7222160,Ce2 Ni3.828 As3.84,As3.84Ce2Ni3.828,"As,Ce,Ni",P4/nmm,129
588,1538459,Zn8 Cr16 O32,Cr2O4Zn,"Cr,O,Zn",Fd-3m,227
589,1524625,Gd4 In4 Cu8,Cu2GdIn,"Cu,Gd,In",Fm-3m,225
590,1510594,Ba4 Pt2 Au2,AuBa2Pt,"Au,Ba,Pt",Cmcm,63
591,1536478,Yb16 Fe8 S32,FeS4Yb2,"Fe,S,Yb",Fd-3m,227
592,1548805,Sn1 Se2,Se2Sn,"Se,Sn",P-3m1,164
593,1562949,Cs12 U72 Se152,Cs3Se38U18,"Cs,Se,U",I4/mcm,140
594,7037054,La6 O6 F6,FLaO,"F,La,O",R-3m,166
595,1538176,Lu4 Se4,LuSe,"Lu,Se",Fm-3m,225
596,1523463,Sr2 Sn6 Pd2,PdSn3Sr,"Pd,Sn,Sr",I4mm,107
597,4321679,Ca12 Al8 N16,Al2Ca3N4,"Al,Ca,N",C2/c,15
598,4341975,Pb4 C28 I12,C7I3Pb,"C,I,Pb",Pnma,62
599,9001964,Mn11.752 Fe0.248 O16,Fe0.248Mn11.752O16,"Fe,Mn,O",I4_1/amd,141
600,1522551,Pr2 Mn8.0 Al16,Al8Mn4Pr,"Al,Mn,Pr",I4/mmm,139
601,8101984,Zr2 H76 C48,C24H38Zr,"C,H,Zr",P-1,2
602,1521601,Y2 Ti2 Ge2,GeTiY,"Ge,Ti,Y",P4/nmm,129
603,1537853,Hf1 Ir3,HfIr3,"Hf,Ir",Pm-3m,221
604,1528248,Na8 Ni4 O8,Na2NiO2,"Na,Ni,O",Cmc2_1,36
605,4030734,K2.88 Ba4.92 Si46,Ba4.92K2.88Si46,"Ba,K,Si",Pm-3n,223
606,2107299,Rb4 Gd12 F40,F10Gd3Rb,"F,Gd,Rb",P6_3mc,186
607,4323042,Ir8 C80 I24,C10I3Ir,"C,I,Ir",P2_1/c,14
608,7024713,Eu3.5 Ga4.04 Sb4,Eu3.5Ga4.04Sb4,"Eu,Ga,Sb",P6_3/mmc,194
609,1509047,Ag1.6 Sn0.4,Ag1.6Sn0.4,"Ag,Sn",P6_3/mmc,194
610,1008527,Na2 Mn2 F8,F4MnNa,"F,Mn,Na",P2_1/c,14
611,1509662,La2 Si4 Ag4,Ag2LaSi2,"Ag,La,Si",I4/mmm,139
612,2106368,Na8 Te4 O16,Na2O4Te,"Na,O,Te",Pbcn,60
613,2020378,Ba24 Ti12 O48,Ba2O4Ti,"Ba,O,Ti",Pna2_1,33
614,9007870,Ti6 C40 O28,C20O14Ti3,"C,O,Ti",P-1,2
615,2002322,V4 Co2 O12,CoO6V2,"Co,O,V",C2,5
616,9002360,Mg16 Si8 O32,Mg2O4Si,"Mg,O,Si",Imma,74
617,9015810,Co4 N24 Cl8,Cl2CoN6,"Cl,Co,N",Fm-3m,225
618,2103004,Ca4 V12 O28,CaO7V3,"Ca,O,V",Pnma,62
619,9007542,Os2 O4,O2Os,"O,Os",P4_2/mnm,136
620,9009852,Co8 Ni16 S32,CoNi2S4,"Co,Ni,S",Fd-3m,227
621,1541147,Zn3.32 Fe0.68 Se4,Fe0.68Se4Zn3.32,"Fe,Se,Zn",F-43m,216
622,4101345,La6 Ni4 O12,La3Ni2O6,"La,Ni,O",I4/mmm,139
623,4123966,La4 Pd4 O12,LaO3Pd,"La,O,Pd",Pnma,62
624,1522807,Re1.08 Ru0.92,Re1.08Ru0.92,"Re,Ru",P6_3/mmc,194
625,1532319,La6 F18,F3La,"F,La",P-3c1,165
626,8104318,Al4 Hg2 S8,Al2HgS4,"Al,Hg,S",I-42m,121
627,1562872,Ce8 Al160 Cr16,Al20CeCr2,"Al,Ce,Cr",Fd-3m,227
